property_id,postcode,city,area,property_type,bedrooms,bathrooms,rent_pcm,sale_price,size_sqft,furnished,parking,garden,balcony,pets_allowed,available_date,amenities,description,latitude,longitude
P-2044,SW6 8DK,London,Fulham,house,1,2,3750,,702,True,False,True,True,True,2026-09-22,garden|school|transport,"A well-presented 1-bed house in Fulham priced at £3750 pcm. Highlights include garden, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.473335,-0.194606
P-2045,SW3 2HN,London,Chelsea,flat,2,2,4525,,1103,True,True,False,False,True,2026-10-04,concierge|gym|pet-friendly,"A well-presented 2-bed flat in Chelsea priced at £4525 pcm. Highlights include concierge, gym, pet-friendly. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.489364,-0.161533
P-2046,SE10 1GJ,London,Greenwich,studio,0,1,1825,,663,True,True,False,True,True,2026-09-12,balcony|parking|pet-friendly|workspace,"A well-presented 0-bed studio in Greenwich priced at £1825 pcm. Highlights include balcony, parking, pet-friendly, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.452941,-0.037864
P-2047,E14 9GP,London,Canary Wharf,flat,2,3,3450,,904,True,True,False,True,True,2026-08-13,balcony|gym|parking|pet-friendly|river-view,"A well-presented 2-bed flat in Canary Wharf priced at £3450 pcm. Highlights include balcony, gym, parking, pet-friendly, river-view. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.520857,-0.023239
P-2048,EC2A 3AL,London,Shoreditch,flat,2,2,4000,,924,True,False,True,False,True,2026-09-12,garden|gym|pet-friendly|river-view|transport,"A well-presented 2-bed flat in Shoreditch priced at £4000 pcm. Highlights include garden, gym, pet-friendly, river-view, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.52639,-0.058873
P-2049,N1 9CM,London,Islington,flat,2,2,4225,,885,True,True,True,True,False,2026-08-04,balcony|concierge|garden|parking|school,"A well-presented 2-bed flat in Islington priced at £4225 pcm. Highlights include balcony, concierge, garden, parking, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.565987,-0.098903
P-2050,SW11 9DL,London,Battersea,flat,1,1,3400,,690,True,True,False,True,False,2026-08-23,concierge|gym|parking|school|workspace,"A well-presented 1-bed flat in Battersea priced at £3400 pcm. Highlights include concierge, gym, parking, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.481896,-0.177068
P-2051,SW19 4CP,London,Wimbledon,flat,2,2,2925,,938,True,True,False,True,True,2026-08-17,balcony|concierge|parking|pet-friendly|river-view,"A well-presented 2-bed flat in Wimbledon priced at £2925 pcm. Highlights include balcony, concierge, parking, pet-friendly, river-view. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.434862,-0.20976
P-2052,CR0 4DN,London,Croydon,flat,2,3,2550,,962,False,True,False,True,False,2026-09-05,balcony|concierge|parking|river-view|transport,"A well-presented 2-bed flat in Croydon priced at £2550 pcm. Highlights include balcony, concierge, parking, river-view, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.372291,-0.08487
P-2053,SE10 6CL,London,Greenwich,house,1,2,2875,,681,False,True,False,True,True,2026-08-02,balcony|concierge|parking|pet-friendly|school|workspace,"A well-presented 1-bed house in Greenwich priced at £2875 pcm. Highlights include balcony, concierge, parking, pet-friendly, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.480938,-0.01533
P-2054,N1 5GK,London,Islington,flat,3,3,3750,,1164,False,False,False,False,True,2026-07-30,concierge|gym|pet-friendly|river-view|school|transport,"A well-presented 3-bed flat in Islington priced at £3750 pcm. Highlights include concierge, gym, pet-friendly, river-view, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.523675,-0.128298
P-2055,E8 6AJ,London,Hackney,flat,3,3,3800,,1328,True,True,False,True,True,2026-08-28,balcony|concierge|gym|pet-friendly|river-view|workspace,"A well-presented 3-bed flat in Hackney priced at £3800 pcm. Highlights include balcony, concierge, gym, pet-friendly, river-view, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.544753,-0.050095
P-2056,E20 6EL,London,Stratford,studio,0,1,2225,,549,False,False,False,True,True,2026-08-23,concierge|gym|pet-friendly|school|transport,"A well-presented 0-bed studio in Stratford priced at £2225 pcm. Highlights include concierge, gym, pet-friendly, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.532031,0.012712
P-2057,EC2A 4CM,London,Shoreditch,flat,2,2,3900,,948,True,True,False,True,False,2026-10-01,balcony|gym|parking|school|transport,"A well-presented 2-bed flat in Shoreditch priced at £3900 pcm. Highlights include balcony, gym, parking, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.524095,-0.056431
P-2058,SW19 3CK,London,Wimbledon,flat,3,3,4350,,1364,True,False,True,True,False,2026-08-06,garden|gym|river-view|transport,"A well-presented 3-bed flat in Wimbledon priced at £4350 pcm. Highlights include garden, gym, river-view, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.400598,-0.202413
P-2059,E14 2GP,London,Canary Wharf,studio,0,1,3100,,865,True,True,True,True,True,2026-09-18,balcony|garden|pet-friendly|school,"A well-presented 0-bed studio in Canary Wharf priced at £3100 pcm. Highlights include balcony, garden, pet-friendly, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.505196,-0.01441
P-2060,SE10 9FL,London,Greenwich,studio,0,1,2575,,694,False,False,True,False,True,2026-09-25,concierge|garden|gym|pet-friendly|transport|workspace,"A well-presented 0-bed studio in Greenwich priced at £2575 pcm. Highlights include concierge, garden, gym, pet-friendly, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.490123,-0.012687
P-2061,SW6 7CM,London,Fulham,flat,1,1,3375,,816,True,True,False,True,False,2026-08-20,balcony|gym|parking|river-view|transport|workspace,"A well-presented 1-bed flat in Fulham priced at £3375 pcm. Highlights include balcony, gym, parking, river-view, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.478619,-0.201227
P-2062,NW1 4BM,London,Camden,flat,1,2,3250,,690,False,False,True,True,False,2026-07-26,balcony|garden|river-view|school|workspace,"A well-presented 1-bed flat in Camden priced at £3250 pcm. Highlights include balcony, garden, river-view, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.548676,-0.153409
P-2063,E8 7BM,London,Hackney,studio,0,1,2300,,685,False,True,False,True,True,2026-09-06,balcony|parking|pet-friendly|school|transport,"A well-presented 0-bed studio in Hackney priced at £2300 pcm. Highlights include balcony, parking, pet-friendly, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.557345,-0.04627
P-2064,EC2A 7FJ,London,Shoreditch,flat,2,2,3875,,1004,True,False,True,False,False,2026-08-04,concierge|garden|gym|river-view|school,"A well-presented 2-bed flat in Shoreditch priced at £3875 pcm. Highlights include concierge, garden, gym, river-view, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.524505,-0.093549
P-2065,SW11 7EK,London,Battersea,house,1,1,3500,,883,True,False,True,True,True,2026-09-14,school|transport|workspace,"A well-presented 1-bed house in Battersea priced at £3500 pcm. Highlights include school, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.463321,-0.192976
P-2066,N1 3EN,London,Islington,flat,4,3,4200,,1308,True,False,False,True,False,2026-09-16,balcony|gym|transport,"A well-presented 4-bed flat in Islington priced at £4200 pcm. Highlights include balcony, gym, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.555488,-0.077912
P-2067,SE10 2HN,London,Greenwich,flat,1,1,2325,,645,True,False,False,True,True,2026-08-15,gym|pet-friendly|school|workspace,"A well-presented 1-bed flat in Greenwich priced at £2325 pcm. Highlights include gym, pet-friendly, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.479509,-0.008953
P-2068,SE10 5AN,London,Greenwich,flat,1,2,2500,,728,True,True,False,True,True,2026-07-31,balcony|parking|pet-friendly|transport,"A well-presented 1-bed flat in Greenwich priced at £2500 pcm. Highlights include balcony, parking, pet-friendly, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.481994,-0.022631
P-2069,E8 5HK,London,Hackney,studio,0,1,2550,,687,False,False,False,False,False,2026-08-15,concierge|gym|river-view|transport,"A well-presented 0-bed studio in Hackney priced at £2550 pcm. Highlights include concierge, gym, river-view, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.550232,-0.040111
P-2070,SW11 8HP,London,Battersea,studio,0,1,3325,,714,True,False,False,True,True,2026-10-02,balcony|concierge|transport,"A well-presented 0-bed studio in Battersea priced at £3325 pcm. Highlights include balcony, concierge, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.464287,-0.141913
P-2071,SW6 8CJ,London,Fulham,house,1,1,3850,,738,False,True,True,True,True,2026-08-02,concierge|garden|parking|pet-friendly|river-view|school,"A well-presented 1-bed house in Fulham priced at £3850 pcm. Highlights include concierge, garden, parking, pet-friendly, river-view, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.471692,-0.206863
P-2072,SW19 4AK,London,Wimbledon,maisonette,3,3,3775,,1284,True,False,False,True,True,2026-10-13,balcony|concierge|gym|pet-friendly|school,"A well-presented 3-bed maisonette in Wimbledon priced at £3775 pcm. Highlights include balcony, concierge, gym, pet-friendly, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.4237,-0.184826
P-2073,SW4 8EM,London,Clapham,flat,3,3,4100,,1183,True,False,True,True,True,2026-09-21,balcony|garden|gym|pet-friendly,"A well-presented 3-bed flat in Clapham priced at £4100 pcm. Highlights include balcony, garden, gym, pet-friendly. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.471559,-0.13214
P-2074,SW11 2EL,London,Battersea,flat,2,2,3750,,973,True,True,False,False,True,2026-09-06,concierge|pet-friendly|river-view|transport,"A well-presented 2-bed flat in Battersea priced at £3750 pcm. Highlights include concierge, pet-friendly, river-view, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.463329,-0.199286
P-2075,SW3 8BL,London,Chelsea,house,1,1,4675,,913,True,True,True,False,True,2026-08-17,garden|gym|parking|pet-friendly|river-view|school,"A well-presented 1-bed house in Chelsea priced at £4675 pcm. Highlights include garden, gym, parking, pet-friendly, river-view, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.48529,-0.189043
P-2076,N1 4FJ,London,Islington,maisonette,1,1,3900,,732,True,True,False,True,True,2026-09-13,concierge|gym|parking|transport,"A well-presented 1-bed maisonette in Islington priced at £3900 pcm. Highlights include concierge, gym, parking, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.535923,-0.080525
